created_at,entry_id,PM1.0_CF_ATM_ug/m3,PM2.5_CF_ATM_ug/m3,PM10.0_CF_ATM_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_CF_1_ug/m3
2018-08-09 00:00:17 UTC,6524,4.07,5.21,5.35,968,-59,88,44,5.21
2018-08-09 00:01:36 UTC,6525,3.39,4.68,4.68,969,-55,88,44,4.68
2018-08-09 00:02:56 UTC,6526,3.65,5.42,5.51,971,-56,88,44,5.42
2018-08-09 00:04:16 UTC,6527,3.39,4.77,4.91,972,-56,88,44,4.77
2018-08-09 00:05:36 UTC,6528,3.3,5.02,5.4,973,-55,88,44,5.02
2018-08-09 00:06:56 UTC,6529,2.86,4.14,4.14,975,-57,88,45,4.14
2018-08-09 00:08:16 UTC,6530,3.33,4.56,4.74,976,-56,88,45,4.56
2018-08-09 00:09:36 UTC,6531,2.93,4.02,4.02,977,-56,88,44,4.02
2018-08-09 00:10:56 UTC,6532,2.95,4.41,4.48,979,-55,88,45,4.41
2018-08-09 00:12:16 UTC,6533,3.7,4.59,4.73,980,-55,88,45,4.59
2018-08-09 00:13:37 UTC,6534,3.66,4.8,4.98,981,-53,88,45,4.8
2018-08-09 00:14:56 UTC,6535,3.86,5.2,5.64,983,-52,88,45,5.2
2018-08-09 00:16:16 UTC,6536,4.05,5.68,5.93,984,-55,88,45,5.68
2018-08-09 00:17:36 UTC,6537,3.07,4.68,5.43,985,-56,88,45,4.68
2018-08-09 00:18:56 UTC,6538,3.09,4.36,4.36,987,-56,88,45,4.36
2018-08-09 00:20:16 UTC,6539,3.36,5,5,988,-57,88,45,5
2018-08-09 00:21:36 UTC,6540,3.43,5.25,5.55,989,-58,88,45,5.25
2018-08-09 00:22:56 UTC,6541,3.34,5.05,5.41,991,-58,88,46,5.05
2018-08-09 00:24:16 UTC,6542,3.23,5.39,5.39,992,-55,88,46,5.39
2018-08-09 00:25:37 UTC,6543,3.25,4.68,4.68,993,-55,87,47,4.68
2018-08-09 00:28:16 UTC,6544,3.73,5.41,5.55,996,-59,87,48,5.41
2018-08-09 00:29:37 UTC,6545,3.98,5.65,5.95,997,-58,87,49,5.65
2018-08-09 00:30:56 UTC,6546,3.73,5.13,5.4,999,-59,87,49,5.13
2018-08-09 00:32:16 UTC,6547,4.16,5.64,6.07,1000,-56,87,50,5.64
2018-08-09 00:33:36 UTC,6548,3.45,4.93,5.2,1001,-56,87,50,4.93
2018-08-09 00:34:57 UTC,6549,3.61,5.43,5.73,1003,-55,87,50,5.43
2018-08-09 00:36:16 UTC,6550,3.52,5.11,5.25,1004,-56,87,50,5.11
2018-08-09 00:37:36 UTC,6551,3.48,4.3,4.57,1005,-56,87,50,4.3
2018-08-09 00:38:56 UTC,6552,3.84,5.18,5.43,1007,-56,87,50,5.18
2018-08-09 00:40:19 UTC,6553,3.48,4.91,5.05,1008,-56,86,51,4.91
2018-08-09 00:41:36 UTC,6554,3.27,4.52,4.52,1009,-56,86,51,4.52
2018-08-09 00:42:56 UTC,6555,3.43,4.55,4.73,1011,-56,86,51,4.55
2018-08-09 00:44:16 UTC,6556,3.74,5.14,5.49,1012,-56,86,51,5.14
2018-08-09 00:45:36 UTC,6557,3.57,4.61,4.68,1013,-55,86,51,4.61
2018-08-09 00:46:56 UTC,6558,3.63,4.67,4.72,1015,-55,86,52,4.67
2018-08-09 00:48:16 UTC,6559,4.16,5.5,5.95,1016,-58,86,52,5.5
2018-08-09 00:49:36 UTC,6560,4.11,5.34,5.36,1017,-58,86,52,5.34
2018-08-09 00:50:56 UTC,6561,4.34,5.68,5.68,1019,-58,86,52,5.68
2018-08-09 00:52:16 UTC,6562,4.48,6.27,6.91,1020,-56,86,52,6.27
2018-08-09 00:53:36 UTC,6563,4.41,5.48,5.93,1021,-56,86,53,5.48
2018-08-09 00:54:57 UTC,6564,3.88,5.6,6.07,1023,-56,86,53,5.6
2018-08-09 00:56:16 UTC,6565,3.8,5.31,5.69,1024,-56,86,53,5.31
2018-08-09 00:57:36 UTC,6566,3.98,6.28,6.51,1025,-56,86,52,6.28
2018-08-09 00:58:56 UTC,6567,3.98,5.89,6.34,1027,-52,86,52,5.89
2018-08-09 01:00:16 UTC,6568,4.34,6.43,6.57,1028,-52,86,53,6.43
2018-08-09 01:01:36 UTC,6569,4.07,5.48,5.48,1029,-52,86,54,5.48
2018-08-09 01:02:56 UTC,6570,3.86,5.64,5.84,1031,-53,86,54,5.64
2018-08-09 01:04:16 UTC,6571,4.14,5.8,6.11,1032,-53,86,54,5.8
2018-08-09 01:05:36 UTC,6572,4.61,5.95,6.23,1033,-52,86,54,5.95
2018-08-09 01:06:56 UTC,6573,3.32,4.75,4.89,1035,-57,86,54,4.75
2018-08-09 01:08:16 UTC,6574,4,5.5,6.2,1036,-57,86,54,5.5
2018-08-09 01:09:36 UTC,6575,4.61,6.02,6.57,1037,-57,86,54,6.02
2018-08-09 01:10:56 UTC,6576,4.77,6.45,6.45,1039,-56,86,53,6.45
2018-08-09 01:12:16 UTC,6577,4.39,6.11,6.45,1040,-56,86,53,6.11
2018-08-09 01:13:36 UTC,6578,4.47,6.16,6.16,1041,-55,86,53,6.16
2018-08-09 01:14:56 UTC,6579,4.77,6.8,7.23,1043,-55,85,54,6.8
2018-08-09 01:16:16 UTC,6580,3.98,5.7,5.8,1044,-57,86,53,5.7
2018-08-09 01:17:36 UTC,6581,4.8,6.57,6.57,1045,-56,85,54,6.57
2018-08-09 01:18:56 UTC,6582,4.59,6.7,7.25,1047,-56,86,53,6.7
2018-08-09 01:20:16 UTC,6583,4.64,6.23,6.52,1048,-57,86,53,6.23
2018-08-09 01:21:36 UTC,6584,4.32,6,6.25,1049,-54,86,53,6
2018-08-09 01:22:56 UTC,6585,4.33,5.58,5.77,1051,-58,86,53,5.58
2018-08-09 01:24:16 UTC,6586,3.66,5.11,5.48,1052,-59,86,53,5.11
2018-08-09 01:25:36 UTC,6587,4.5,5.89,6.82,1053,-54,86,53,5.89
2018-08-09 01:28:16 UTC,6588,4.45,6,6.43,1056,-59,85,53,6
2018-08-09 01:29:36 UTC,6589,4,5.2,5.2,1057,-59,85,53,5.2
2018-08-09 01:30:56 UTC,6590,4.12,5.33,5.7,1059,-58,85,54,5.33
2018-08-09 01:32:16 UTC,6591,4.39,6.05,6.05,1060,-58,85,53,6.05
2018-08-09 01:33:37 UTC,6592,3.86,5.82,5.95,1061,-57,85,54,5.82
2018-08-09 01:34:56 UTC,6593,4.14,5.59,6.05,1063,-57,85,54,5.59
2018-08-09 01:36:16 UTC,6594,4.2,6.09,6.34,1064,-59,85,54,6.09
2018-08-09 01:37:36 UTC,6595,4.55,6.64,6.91,1065,-59,85,54,6.64
2018-08-09 01:38:56 UTC,6596,4.33,6.13,6.27,1067,-59,85,54,6.13
2018-08-09 01:40:16 UTC,6597,4.39,6.16,6.3,1068,-59,85,54,6.16
2018-08-09 01:41:36 UTC,6598,4.07,5.68,6.41,1069,-59,85,55,5.68
2018-08-09 01:42:56 UTC,6599,3.73,5.7,5.7,1071,-59,85,55,5.7
2018-08-09 01:44:16 UTC,6600,4,6.2,6.59,1072,-59,84,55,6.2
2018-08-09 01:45:36 UTC,6601,4.7,5.68,6.25,1073,-59,85,55,5.68
2018-08-09 01:46:56 UTC,6602,4.05,5.57,6.16,1075,-59,85,55,5.57
2018-08-09 01:48:17 UTC,6603,4.27,5.59,5.73,1076,-59,84,55,5.59
2018-08-09 01:49:36 UTC,6604,4.45,6.91,7.18,1077,-58,84,55,6.91
2018-08-09 01:50:56 UTC,6605,4.82,6.32,6.61,1079,-59,84,55,6.32
2018-08-09 01:52:16 UTC,6606,4.86,6.49,6.77,1080,-57,84,56,6.49
2018-08-09 01:53:36 UTC,6607,4.64,5.75,6.16,1081,-57,84,56,5.75
2018-08-09 01:54:56 UTC,6608,5.16,7.57,8.09,1083,-57,84,56,7.57
2018-08-09 01:56:16 UTC,6609,5.3,6.7,6.95,1084,-59,84,56,6.7
2018-08-09 01:57:36 UTC,6610,6.25,8.23,8.82,1085,-57,84,56,8.23
2018-08-09 01:58:56 UTC,6611,6.77,9.86,10.73,1087,-56,84,56,9.86
2018-08-09 02:00:18 UTC,6612,6.67,10.21,10.77,1088,-56,84,56,10.21
2018-08-09 02:01:36 UTC,6613,5.89,8.5,9.41,1089,-57,84,56,8.5
2018-08-09 02:02:56 UTC,6614,6.77,9.75,10.32,1091,-60,84,57,9.75
2018-08-09 02:04:16 UTC,6615,5.82,9.18,10.32,1092,-61,84,57,9.18
2018-08-09 02:05:36 UTC,6616,5.19,7.35,7.58,1093,-60,84,57,7.35
2018-08-09 02:06:56 UTC,6617,5.84,8.39,8.73,1095,-60,84,57,8.39
2018-08-09 02:08:16 UTC,6618,5.41,7.5,7.89,1096,-59,84,57,7.5
2018-08-09 02:09:36 UTC,6619,5.18,7.64,8.34,1097,-53,84,57,7.64
2018-08-09 02:10:56 UTC,6620,5.98,7.64,8.43,1099,-57,84,57,7.64
2018-08-09 02:12:16 UTC,6621,6.32,8.48,8.86,1100,-59,84,57,8.48
2018-08-09 02:13:36 UTC,6622,5.73,8.09,8.61,1101,-58,84,57,8.09
2018-08-09 02:14:56 UTC,6623,5.75,7.48,8.18,1103,-59,84,57,7.48
2018-08-09 02:16:16 UTC,6624,6.11,8.33,9.04,1104,-59,84,57,8.33
2018-08-09 02:17:36 UTC,6625,6.07,8.34,8.8,1105,-59,84,58,8.34
2018-08-09 02:18:57 UTC,6626,6.52,8.89,8.89,1107,-58,84,57,8.89
2018-08-09 02:20:16 UTC,6627,6.57,7.98,8.11,1108,-58,84,57,7.98
2018-08-09 02:21:36 UTC,6628,6.07,8.09,8.61,1109,-59,84,57,8.09
2018-08-09 02:22:56 UTC,6629,5.82,8.14,8.68,1111,-59,84,57,8.14
2018-08-09 02:24:16 UTC,6630,5.86,7.45,7.73,1112,-59,84,57,7.45
2018-08-09 02:25:36 UTC,6631,5.86,8.45,8.7,1113,-59,84,57,8.45
2018-08-09 02:26:56 UTC,6632,5.73,8.16,8.27,1115,-59,84,57,8.16
2018-08-09 02:28:16 UTC,6633,6.59,8.68,9.05,1116,-59,84,57,8.68
2018-08-09 02:29:36 UTC,6634,6.48,8.59,8.83,1117,-59,84,57,8.59
2018-08-09 02:30:56 UTC,6635,6.68,9.09,9.36,1119,-59,84,57,9.09
2018-08-09 02:32:17 UTC,6636,7.33,9.62,10.07,1120,-56,84,57,9.62
2018-08-09 02:33:36 UTC,6637,6.59,9.34,9.5,1121,-59,84,57,9.34
2018-08-09 02:34:56 UTC,6638,6.84,9.7,9.7,1123,-57,84,57,9.7
2018-08-09 02:36:16 UTC,6639,7.18,9.45,10,1124,-56,84,57,9.45
2018-08-09 02:37:37 UTC,6640,7.05,9.23,9.7,1125,-57,84,57,9.23
2018-08-09 02:38:56 UTC,6641,7.16,10.45,10.98,1127,-57,84,57,10.45
2018-08-09 02:40:16 UTC,6642,7.04,9.2,9.6,1128,-57,84,57,9.2
2018-08-09 02:41:37 UTC,6643,7.84,10.49,11.27,1129,-56,84,57,10.49
2018-08-09 02:42:56 UTC,6644,7.52,10.07,10.07,1131,-57,84,57,10.07
2018-08-09 02:44:16 UTC,6645,6.86,9.5,10.16,1132,-56,84,57,9.5
2018-08-09 02:45:36 UTC,6646,7.47,9.73,10.11,1133,-55,84,57,9.73
2018-08-09 02:46:56 UTC,6647,6.58,10.13,10.22,1135,-55,84,57,10.13
2018-08-09 02:48:16 UTC,6648,7.14,10.11,10.55,1136,-56,84,57,10.11
2018-08-09 02:49:36 UTC,6649,7.32,9.5,9.89,1137,-56,84,57,9.5
2018-08-09 02:50:56 UTC,6650,7.11,9.67,10.07,1139,-56,83,57,9.67
2018-08-09 02:52:16 UTC,6651,7.34,9.89,10.36,1140,-57,84,57,9.89
2018-08-09 02:53:36 UTC,6652,7.56,10.16,10.73,1141,-55,84,57,10.16
2018-08-09 02:54:57 UTC,6653,6.93,9.27,9.4,1143,-54,84,57,9.27
2018-08-09 02:56:16 UTC,6654,7.55,10.18,10.98,1144,-54,84,57,10.18
2018-08-09 02:57:36 UTC,6655,6.96,9.2,9.89,1145,-53,84,57,9.2
2018-08-09 02:58:56 UTC,6656,8.18,12.39,13.23,1147,-53,84,57,12.39
2018-08-09 03:00:16 UTC,6657,7.36,10.09,10.7,1148,-58,84,57,10.09
2018-08-09 03:01:36 UTC,6658,7.91,11.16,11.25,1149,-58,84,57,11.16
2018-08-09 03:02:56 UTC,6659,7.82,10.16,10.58,1151,-55,84,56,10.16
2018-08-09 03:05:36 UTC,6660,7.36,9.5,9.5,1153,-56,84,57,9.5
2018-08-09 03:06:58 UTC,6661,7.66,10.3,10.52,1155,-56,84,57,10.3
2018-08-09 03:08:16 UTC,6662,7.44,10.33,10.69,1156,-58,84,57,10.33
2018-08-09 03:09:36 UTC,6663,7.02,9.91,10.34,1157,-58,84,57,9.91
2018-08-09 03:10:56 UTC,6664,7.41,10.39,10.39,1159,-57,84,57,10.39
2018-08-09 03:12:17 UTC,6665,6.98,10.04,10.38,1160,-56,84,57,10.04
2018-08-09 03:13:36 UTC,6666,7.43,10.39,11.2,1161,-55,84,57,10.39
2018-08-09 03:14:57 UTC,6667,7.34,10.41,10.91,1163,-56,84,57,10.41
2018-08-09 03:16:16 UTC,6668,8.43,11.7,12.39,1164,-56,84,57,11.7
2018-08-09 03:17:37 UTC,6669,7.45,10.2,10.52,1165,-54,84,57,10.2
2018-08-09 03:18:57 UTC,6670,7.71,10.51,10.87,1167,-53,84,57,10.51
2018-08-09 03:20:17 UTC,6671,8.11,10.57,10.98,1168,-53,84,57,10.57
2018-08-09 03:22:57 UTC,6672,7.42,10.29,10.84,1171,-53,84,57,10.29
2018-08-09 03:24:16 UTC,6673,7.69,11.2,11.58,1172,-56,84,57,11.2
2018-08-09 03:25:37 UTC,6674,7.2,10.57,10.57,1173,-56,84,57,10.57
2018-08-09 03:26:56 UTC,6675,7.47,9.89,10.42,1175,-57,84,57,9.89
2018-08-09 03:28:16 UTC,6676,7.14,9.73,10.77,1176,-56,84,57,9.73
2018-08-09 03:29:37 UTC,6677,7.4,10.24,10.8,1177,-53,84,57,10.24
2018-08-09 03:30:57 UTC,6678,7.61,9.89,10.36,1179,-54,84,57,9.89
2018-08-09 03:32:16 UTC,6679,8.09,11.18,11.93,1180,-58,84,57,11.18
2018-08-09 03:33:36 UTC,6680,7.59,9.84,10.32,1181,-59,84,57,9.84
2018-08-09 03:34:57 UTC,6681,8.09,10.49,11.31,1183,-58,83,57,10.49
2018-08-09 03:36:17 UTC,6682,6.91,9.73,10.07,1184,-56,83,57,9.73
2018-08-09 03:37:36 UTC,6683,7.56,11.09,11.51,1185,-53,83,57,11.09
2018-08-09 03:38:56 UTC,6684,7.67,11,11.56,1187,-54,83,57,11
2018-08-09 03:40:17 UTC,6685,7.43,10.59,10.89,1188,-53,83,57,10.59
2018-08-09 03:41:36 UTC,6686,7.18,9.93,10.07,1189,-54,83,57,9.93
2018-08-09 03:42:56 UTC,6687,7.4,11,11.73,1191,-53,83,57,11
2018-08-09 03:44:16 UTC,6688,7.42,10.4,11.36,1192,-58,83,57,10.4
2018-08-09 03:45:36 UTC,6689,7.48,10.7,11.52,1193,-57,83,58,10.7
2018-08-09 03:46:56 UTC,6690,7.91,10.2,10.78,1195,-53,83,58,10.2
2018-08-09 03:48:16 UTC,6691,8.57,11.02,11.41,1196,-53,83,57,11.02
2018-08-09 03:49:36 UTC,6692,7.24,9.48,11.43,1197,-58,83,58,9.48
2018-08-09 03:50:56 UTC,6693,7.98,9.85,11.02,1199,-58,83,58,9.85
2018-08-09 03:52:16 UTC,6694,7.36,9.5,10.09,1200,-56,83,58,9.5
2018-08-09 03:53:36 UTC,6695,7,9.58,10.36,1201,-54,83,58,9.58
2018-08-09 03:54:56 UTC,6696,7.63,10.15,10.37,1203,-55,83,58,10.15
2018-08-09 03:56:16 UTC,6697,8.51,11.8,12.04,1204,-56,83,58,11.8
2018-08-09 03:57:36 UTC,6698,8.16,10.8,11.24,1205,-55,83,58,10.8
2018-08-09 03:58:56 UTC,6699,8.11,11.11,11.11,1207,-56,83,58,11.11
2018-08-09 04:00:16 UTC,6700,8.04,10.72,10.93,1208,-56,83,58,10.72
2018-08-09 04:01:36 UTC,6701,8.39,11.61,11.84,1209,-56,83,58,11.61
2018-08-09 04:02:57 UTC,6702,8.51,11.8,11.8,1211,-55,83,58,11.8
2018-08-09 04:04:16 UTC,6703,8.8,12.8,13.36,1212,-55,83,58,12.8
2018-08-09 04:05:36 UTC,6704,7.95,11.14,11.2,1213,-56,83,58,11.14
2018-08-09 04:06:56 UTC,6705,8.11,11.36,12.2,1215,-57,83,58,11.36
2018-08-09 04:08:17 UTC,6706,7.4,10.22,10.89,1216,-58,83,58,10.22
2018-08-09 04:09:36 UTC,6707,8.07,11.48,13,1217,-58,83,58,11.48
2018-08-09 04:10:56 UTC,6708,7.77,10.43,11.7,1219,-57,83,58,10.43
2018-08-09 04:12:16 UTC,6709,8.17,11.28,11.89,1220,-57,83,58,11.28
2018-08-09 04:13:36 UTC,6710,7.74,11.37,11.85,1221,-58,83,58,11.37
2018-08-09 04:14:56 UTC,6711,7.14,11.16,11.55,1223,-58,83,58,11.16
2018-08-09 04:16:17 UTC,6712,8.02,11.2,11.2,1224,-58,83,58,11.2
2018-08-09 04:17:37 UTC,6713,7.8,10.82,11.27,1225,-58,83,58,10.82
2018-08-09 04:18:56 UTC,6714,7.5,10.39,10.5,1227,-58,83,58,10.39
2018-08-09 04:20:17 UTC,6715,8.7,11,11.68,1228,-58,83,58,11
2018-08-09 04:21:36 UTC,6716,8.73,11.09,12.07,1229,-57,83,58,11.09
2018-08-09 04:22:57 UTC,6717,8.29,11.4,12.4,1231,-58,83,59,11.4
2018-08-09 04:24:17 UTC,6718,7.64,10.71,10.93,1232,-58,83,59,10.71
2018-08-09 04:26:57 UTC,6719,7.93,11.22,11.98,1235,-58,83,59,11.22
2018-08-09 04:28:16 UTC,6720,7.7,10.93,11.82,1236,-58,83,59,10.93
2018-08-09 04:29:37 UTC,6721,7.43,10.14,10.55,1237,-58,83,59,10.14
2018-08-09 04:30:57 UTC,6722,8.37,11.85,12.41,1239,-58,83,58,11.85
2018-08-09 04:32:17 UTC,6723,8.54,12.09,13.09,1240,-58,83,58,12.09
2018-08-09 04:33:37 UTC,6724,7.8,10.57,11,1241,-58,83,58,10.57
2018-08-09 04:34:57 UTC,6725,7.89,11.64,12.16,1243,-58,83,59,11.64
2018-08-09 04:36:17 UTC,6726,7.82,11.04,11.47,1244,-58,83,59,11.04
2018-08-09 04:37:36 UTC,6727,8.36,11.22,11.67,1245,-57,83,59,11.22
2018-08-09 04:38:56 UTC,6728,7.27,10.6,11.09,1247,-58,83,59,10.6
2018-08-09 04:40:17 UTC,6729,7.73,10.91,11.51,1248,-58,83,59,10.91
2018-08-09 04:41:37 UTC,6730,8.67,12.35,12.89,1249,-58,83,59,12.35
2018-08-09 04:42:57 UTC,6731,7.87,10.98,11.62,1251,-58,83,59,10.98
2018-08-09 04:44:17 UTC,6732,6.8,9.73,9.98,1252,-58,83,59,9.73
2018-08-09 04:45:37 UTC,6733,8.4,11.4,11.67,1253,-58,83,59,11.4
2018-08-09 04:46:57 UTC,6734,7.8,10.91,11.48,1255,-58,83,58,10.91
2018-08-09 04:48:18 UTC,6735,8.04,11.16,11.8,1256,-58,83,58,11.16
2018-08-09 04:49:37 UTC,6736,8.11,10.91,11.34,1257,-58,83,58,10.91
2018-08-09 04:50:56 UTC,6737,8.38,11.38,11.56,1259,-58,83,58,11.38
2018-08-09 04:53:37 UTC,6738,8.04,11,11.58,1261,-56,83,59,11
2018-08-09 04:54:57 UTC,6739,7.37,10.5,10.57,1263,-55,83,58,10.5
2018-08-09 04:56:17 UTC,6740,8.07,11.71,12.24,1264,-56,83,58,11.71
2018-08-09 04:57:37 UTC,6741,6.98,9.33,9.69,1265,-57,83,59,9.33
2018-08-09 04:58:57 UTC,6742,8.04,10.63,11.33,1267,-56,83,59,10.63
2018-08-09 05:00:17 UTC,6743,8.23,10.95,11.39,1268,-55,83,59,10.95
2018-08-09 05:01:37 UTC,6744,7.61,11,11.3,1269,-56,83,59,11
2018-08-09 05:02:57 UTC,6745,8.3,11.09,11.47,1271,-56,83,59,11.09
2018-08-09 05:04:17 UTC,6746,8.76,12.67,12.96,1272,-56,83,59,12.67
2018-08-09 05:05:37 UTC,6747,8.68,12.09,12.5,1273,-56,83,59,12.09
2018-08-09 05:06:57 UTC,6748,7.98,11.52,12.05,1275,-56,83,59,11.52
2018-08-09 05:08:17 UTC,6749,9.02,11.66,12.11,1276,-56,83,59,11.66
2018-08-09 05:10:32 UTC,6750,8.24,10.46,10.46,1,-55,83,59,10.46
2018-08-09 05:11:52 UTC,6751,8.28,11.39,11.65,3,-58,83,59,11.39
2018-08-09 05:13:12 UTC,6752,8.59,11.17,11.54,4,-58,83,59,11.17
2018-08-09 05:14:32 UTC,6753,8.09,11.61,11.8,5,-58,83,59,11.61
2018-08-09 05:15:52 UTC,6754,8.19,11.34,11.72,7,-58,83,59,11.34
2018-08-09 05:17:12 UTC,6755,8.6,12.4,13,8,-57,83,59,12.4
2018-08-09 05:18:32 UTC,6756,8.2,10.62,11.47,9,-58,83,59,10.62
2018-08-09 05:19:52 UTC,6757,7.98,10.28,10.6,11,-58,83,59,10.28
2018-08-09 05:21:12 UTC,6758,8.2,11.36,12.49,12,-56,83,59,11.36
2018-08-09 05:22:32 UTC,6759,7.98,11.57,12.74,13,-55,83,59,11.57
2018-08-09 05:23:52 UTC,6760,7.09,10.22,10.76,15,-56,83,59,10.22
2018-08-09 05:25:12 UTC,6761,8.22,11.48,12,16,-56,83,59,11.48
2018-08-09 05:26:33 UTC,6762,8.85,11.98,12.3,17,-56,82,59,11.98
2018-08-09 05:27:52 UTC,6763,9.33,12.84,13.13,19,-56,83,59,12.84
2018-08-09 05:29:12 UTC,6764,8.52,11.26,12.59,20,-56,83,59,11.26
2018-08-09 05:30:32 UTC,6765,8.43,12.06,13.57,21,-55,83,59,12.06
2018-08-09 05:31:52 UTC,6766,8.39,12.13,12.96,23,-56,83,59,12.13
2018-08-09 05:33:12 UTC,6767,8.67,12.96,13.56,24,-56,83,58,12.96
2018-08-09 05:34:32 UTC,6768,9,12.17,12.38,25,-56,83,59,12.17
2018-08-09 05:35:52 UTC,6769,8.38,11.34,11.83,27,-55,83,59,11.34
2018-08-09 05:37:12 UTC,6770,7.39,10.22,10.59,28,-58,83,59,10.22
2018-08-09 05:38:32 UTC,6771,8.22,11.3,12,29,-58,83,58,11.3
2018-08-09 05:39:52 UTC,6772,8.49,10.98,11.53,31,-57,83,59,10.98
2018-08-09 05:41:13 UTC,6773,7.62,10.27,11.24,32,-58,83,59,10.27
2018-08-09 05:42:32 UTC,6774,8.43,11.83,13.24,33,-58,83,59,11.83
2018-08-09 05:43:52 UTC,6775,7.85,10.6,11.49,35,-58,83,58,10.6
2018-08-09 05:45:12 UTC,6776,8.54,11.17,11.67,36,-58,83,59,11.17
2018-08-09 05:46:32 UTC,6777,8.8,12.11,12.52,37,-58,83,59,12.11
2018-08-09 05:47:52 UTC,6778,8.56,11.46,12.27,39,-58,83,59,11.46
2018-08-09 05:49:12 UTC,6779,7.98,11.48,12.17,40,-57,83,59,11.48
2018-08-09 05:50:33 UTC,6780,7.93,10.47,10.67,41,-57,83,59,10.47
2018-08-09 05:51:52 UTC,6781,7.98,11.32,12.23,43,-58,83,59,11.32
2018-08-09 05:53:12 UTC,6782,8.21,10.94,11.87,44,-58,83,59,10.94
2018-08-09 05:54:32 UTC,6783,8.53,11.16,12.16,45,-55,83,59,11.16
2018-08-09 05:55:52 UTC,6784,8.76,11,11.33,47,-56,83,59,11
2018-08-09 05:57:12 UTC,6785,8.96,12.28,13.04,48,-55,83,59,12.28
2018-08-09 05:58:33 UTC,6786,7.64,10.91,11.67,49,-56,83,59,10.91
2018-08-09 05:59:53 UTC,6787,7.87,10.98,11.63,51,-56,83,59,10.98
2018-08-09 06:01:12 UTC,6788,7.73,10.38,11.36,52,-56,83,59,10.38
2018-08-09 06:02:32 UTC,6789,8.02,10.77,11.21,53,-57,83,59,10.77
2018-08-09 06:03:52 UTC,6790,7.46,10.8,11.13,55,-58,83,59,10.8
2018-08-09 06:05:12 UTC,6791,7.44,10.2,10.36,56,-58,83,59,10.2
2018-08-09 06:06:36 UTC,6792,8.68,11.74,12.98,57,-58,83,59,11.74
2018-08-09 06:07:52 UTC,6793,8.11,11.07,11.7,59,-58,83,59,11.07
2018-08-09 06:10:32 UTC,6794,7.93,10.95,12.02,61,-54,83,59,10.95
2018-08-09 06:11:54 UTC,6795,7.98,10.3,11.36,63,-56,83,59,10.3
2018-08-09 06:13:12 UTC,6796,8.36,11.51,11.84,64,-56,83,59,11.51
2018-08-09 06:14:32 UTC,6797,8.07,11.39,11.87,65,-55,83,59,11.39
2018-08-09 06:15:52 UTC,6798,8.15,11.56,12.31,67,-55,83,59,11.56
2018-08-09 06:17:12 UTC,6799,8.26,10.76,11.24,68,-56,83,59,10.76
2018-08-09 06:18:32 UTC,6800,8.4,11.11,11.64,69,-56,83,59,11.11
2018-08-09 06:19:52 UTC,6801,8.3,11.3,11.53,71,-56,83,59,11.3
2018-08-09 06:21:13 UTC,6802,9.74,12.76,13.22,72,-57,83,59,12.76
2018-08-09 06:22:32 UTC,6803,8.36,11.56,12.38,73,-58,83,59,11.56
2018-08-09 06:23:52 UTC,6804,8.39,11.91,12.41,75,-55,83,59,11.91
2018-08-09 06:25:12 UTC,6805,8.17,11.28,11.85,76,-56,83,59,11.28
2018-08-09 06:26:32 UTC,6806,8.48,11.39,11.98,77,-56,82,59,11.39
2018-08-09 06:27:52 UTC,6807,8.54,11.67,12.22,79,-56,82,59,11.67
2018-08-09 06:29:12 UTC,6808,8.47,10.98,11.21,80,-56,83,59,10.98
2018-08-09 06:30:32 UTC,6809,8.29,11.38,11.64,81,-56,83,60,11.38
2018-08-09 06:31:52 UTC,6810,8.09,11.79,12.3,83,-56,83,60,11.79
2018-08-09 06:33:12 UTC,6811,8.15,12.23,12.4,84,-56,83,59,12.23
2018-08-09 06:34:32 UTC,6812,8.4,11.42,12.31,85,-56,83,59,11.42
2018-08-09 06:37:12 UTC,6813,7.74,11.26,11.45,88,-55,83,59,11.26
2018-08-09 06:39:52 UTC,6814,8.52,11.17,12.09,91,-56,82,59,11.17
2018-08-09 06:41:12 UTC,6815,8.62,12.3,12.87,92,-58,82,59,12.3
2018-08-09 06:42:32 UTC,6816,8.38,11.38,12.42,93,-58,82,59,11.38
2018-08-09 06:43:52 UTC,6817,8,10.17,10.54,95,-57,83,59,10.17
2018-08-09 06:45:12 UTC,6818,8.62,11.36,11.83,96,-58,83,59,11.36
2018-08-09 06:46:33 UTC,6819,8.54,12.5,12.76,97,-58,83,59,12.5
2018-08-09 06:47:52 UTC,6820,8.28,11.57,12.33,99,-58,83,59,11.57
2018-08-09 06:49:12 UTC,6821,7.98,10.74,11.8,100,-57,83,59,10.74
2018-08-09 06:50:32 UTC,6822,8.2,11.65,12.41,101,-57,83,59,11.65
2018-08-09 06:51:52 UTC,6823,8.35,10.85,11.72,103,-58,83,59,10.85
2018-08-09 06:53:16 UTC,6824,8.26,12.02,12.41,104,-57,83,59,12.02
2018-08-09 06:54:32 UTC,6825,7.64,10.3,11.13,105,-58,83,59,10.3
2018-08-09 06:55:52 UTC,6826,7.38,9.82,10.56,107,-57,83,59,9.82
2018-08-09 06:57:12 UTC,6827,8.46,12.09,12.7,108,-57,83,59,12.09
2018-08-09 06:58:32 UTC,6828,9.04,12.51,13.17,109,-58,83,59,12.51
